,Medicine Name,AHMEDNAGAR,AKOLA,AMARAVATI,AMRAVATI,ANDRA PRADESH,AURANGABAD,BADLAPUR,BAGALKOT,BALAGHAT,BANGALORE,BEED,BELGAUM,BELLARY,BHANDARA,BULDHANA,BURHANPUR,CHANDRAPUR,DAVANGERE,DEVGAD ,DHARWAD,DHULE,DOMBIVLI,GADAG,GADCHIROLI,GONDIA,GONDIYA,GULBARGA,HINGOLI,HYDERABAD,ICHALKARANJI,JAIPUR,JALANA,JALGAON,JALNA,KALYAN,KERALA,KHORDHA,KOLHAPUR,KOPPAL,LATUR,MALKAJGIRI,MUMBAI,NAGPUR,NAGPUR ,NANDED,NANDURBAR,NASHIK,NAVI MUMBAI,OSMANABAD,PARBHANI,PUNE,RAIGAD,RATNAGIRI,SANGLI,SATARA,SINDHUDURG,SOLAPUR,THANE,UTTAR KANNADA,VIJAYAPURA,WARDHA,WASHIM,YAVATMAL,avg_mean
35,TELMISARTAN 40 MG + AMLODIPINE 5 MG + HYDROCHLOROTHIAZIDE 12.5 MG TAB,146.0,42.63157894736842,20,93.17307692307692,0,215.3333333333333,11.25,34.66666666666666,60,10,118.9473684210526,27.5,30,218.5714285714286,100.0,30,96.3157894736842,0,50,31.25,66.66666666666667,60,70.0,88.33333333333333,112.5,0,30,153.0,13.33333333333333,23.33333333333333,30,136.8421052631579,136.6666666666667,5.0,20,12.5,0.0,236.0344827586207,10.0,166.9166666666667,0,100.8333333333333,147.7777777777778,30,28.57142857142857,72.0,80.9375,30.0,568.1818181818181,121.3636363636364,137.7950819672131,218.4848484848485,188.0,147.0689655172414,151.4705882352941,108.75,210.0294117647059,42.30769230769231,20,0,163.3333333333333,223.5714285714286,122.2727272727273,89.19865717525185
36,TELMISARTAN 40 MG + METOPROLOL TARTRATE 50 MG TAB,70.0,80.52631578947368,40,242.5,0,111.2666666666667,23.75,8.666666666666666,90,0,83.6842105263158,12.8125,0,294.2857142857143,95.55555555555556,0,141.578947368421,0,80,17.5,86.66666666666667,10,0.0,115.0,150.0,0,0,96.0,13.33333333333333,6.666666666666667,0,178.6842105263158,90.0,0.0,20,22.5,0.0,156.0344827586207,0.0,135.8333333333333,0,65.0,262.4444444444445,40,47.14285714285715,200.0,136.1458333333333,42.5,213.6363636363636,150.0,104.844262295082,130.9090909090909,380.4,125.551724137931,113.5294117647059,165.0,85.29411764705883,24.61538461538462,10,0,383.3333333333333,144.2857142857143,410.0,90.59488583633414
37,VOGLIBOSE 0. 2 MG + METFORMIN 500 MG + GLIMEPIRIDE 1 MG  SR TAB,111.5,73.6842105263158,0,144.4230769230769,0,170.1,75.625,13.33333333333333,30,0,106.8421052631579,18.75,0,108.5714285714286,118.8888888888889,30,67.36842105263158,0,10,3.75,172.2222222222222,0,13.33333333333333,111.6666666666667,46.875,0,20,281.0,6.666666666666667,16.66666666666667,0,136.8421052631579,136.6666666666667,0.0,60,2.5,56.66666666666666,148.6206896551724,5.0,259.1666666666667,0,55.0,157.3333333333333,70,40.71428571428572,170.0,176.5833333333333,35.0,207.2727272727273,153.1818181818182,154.9262295081967,164.8484848484848,233.0,120.5172413793103,130.8823529411765,117.5,126.4705882352941,42.30769230769231,10,20,276.6666666666667,230.0,299.5454545454546,88.07111148096023
38,ROSUVASTATIN 10 MG,87.0,43.1578947368421,10,53.84615384615385,0,187.2666666666667,68.75,1.333333333333333,20,0,95.78947368421052,6.5625,20,126.4285714285714,61.66666666666666,0,72.10526315789474,0,180,30.0,47.77777777777778,90,6.666666666666667,68.33333333333333,41.25,10,0,83.0,23.33333333333333,20.0,0,111.0526315789474,65.0,10.0,50,82.5,70.0,162.9310344827586,0.0,281.6666666666667,30,370.8333333333333,217.1111111111111,120,15.0,152.0,97.08333333333333,157.5,155.4545454545455,95.0,188.8606557377049,230.6060606060606,808.0,102.9310344827586,117.6470588235294,203.75,151.7647058823529,85.38461538461539,10,10,205.0,54.28571428571428,230.4545454545455,96.76324890872107
39,METOPROLOL (ER) 50 MG + AMLODEPINE 5 MG,163.5,118.9473684210526,20,136.6346153846154,0,102.6666666666667,6.25,12.0,20,0,136.8421052631579,7.65625,0,157.1428571428571,112.7777777777778,0,194.7368421052632,0,10,1.25,99.44444444444444,0,10.0,161.6666666666667,122.5,0,10,57.0,6.666666666666667,0.0,0,72.36842105263158,201.6666666666667,0.0,30,10.0,0.0,186.4137931034483,0.0,166.6666666666667,30,41.66666666666666,191.3333333333333,60,51.42857142857143,192.0,142.0833333333333,62.5,248.1818181818182,135.0,93.44262295081967,92.27272727272727,145.0,191.7241379310345,149.7058823529412,81.25,200.0,12.30769230769231,10,0,206.6666666666667,142.8571428571429,259.5454545454546,80.535934251695
40,LEVETIRACETAM 500MG,97.0,62.10526315789474,20,65.57692307692308,0,102.5,18.75,20.0,50,30,83.6842105263158,16.71875,0,71.42857142857143,106.6666666666667,10,31.57894736842105,0,140,15.0,98.22222222222223,70,26.66666666666667,41.66666666666666,55.0,0,30,118.5,0.0,3.333333333333333,30,104.0,141.6666666666667,15.0,0,120.0,10.0,203.1034482758621,5.0,70.0,0,176.6666666666667,144.4444444444445,20,50.0,90.0,179.8958333333333,57.5,287.2727272727273,117.2727272727273,157.5573770491803,163.1818181818182,217.0,132.0689655172414,178.8235294117647,61.25,203.6176470588235,97.6923076923077,0,20,125.0,146.4285714285714,240.0,78.55303097437805
41,TELMISARTAN 40 MG + CILNIDIPINE 10 MG TAB,47.5,135.2631578947368,0,76.73076923076923,0,118.0,32.5,6.666666666666667,40,0,51.05263157894737,14.6875,0,257.1428571428572,125.0,20,98.94736842105263,0,50,13.75,87.77777777777777,100,20.0,83.33333333333333,98.75,0,0,108.0,0.0,33.33333333333334,0,119.4736842105263,103.3333333333333,0.0,0,86.5,26.66666666666667,117.4137931034483,0.0,80.83333333333333,30,70.0,172.2222222222222,50,48.21428571428572,122.0,85.83333333333333,47.5,150.0,123.6363636363636,152.7459016393443,240.0,125.0,217.5862068965517,120.8823529411765,202.5,190.7352941176471,62.30769230769231,0,10,153.3333333333333,111.4285714285714,268.1818181818182,77.88513621871621
42,OMEPRAZOLE 20 MG CAPSULE,26.5,88.94736842105263,60,105.7692307692308,0,38.0,27.5,12.0,20,40,62.10526315789474,38.75,40,54.28571428571428,176.6666666666667,0,26.31578947368421,40,1100,0.0,53.33333333333334,20,20.0,110.0,27.5,0,20,128.0,0.0,16.66666666666667,20,71.05263157894737,21.66666666666667,10.0,20,130.0,40.0,444.5689655172414,10.0,280.0,0,166.6666666666667,80.77777777777777,0,24.28571428571428,100.0,25.41666666666667,45.0,285.9090909090909,54.09090909090909,88.86065573770492,322.4242424242424,311.5,147.8965517241379,165.4117647058823,25.0,115.2941176470588,57.69230769230769,0,0,55.0,67.85714285714286,304.5454545454546,92.75011681377546
43,GLIMEPIRIDE 1 MG + PIOGLITAZONE 15 MG + METFORMIN HCL 500 MG (SR) TAB,116.75,62.63157894736842,0,95.76923076923077,0,95.33333333333333,37.5,14.0,70,0,129.4736842105263,23.75,0,149.2857142857143,94.44444444444444,0,64.42105263157895,0,40,15.0,77.77777777777777,60,13.33333333333333,85.0,86.25,0,50,27.0,6.666666666666667,13.33333333333333,0,92.63157894736842,70.0,0.0,0,15.0,16.66666666666667,236.8965517241379,0.0,127.6666666666667,20,138.3333333333333,143.7777777777778,0,4.285714285714286,302.0,150.4166666666667,52.5,302.7272727272727,83.63636363636364,139.7622950819672,162.7272727272727,277.0,179.4827586206897,129.4117647058823,90.0,148.5294117647059,36.30769230769231,10,0,196.6666666666667,115.0,155.4545454545455,76.58097062689997
44,ATORVASTATIN 10 MG,66.5,64.73684210526316,0,56.44230769230769,0,113.0333333333333,126.25,12.66666666666667,40,0,65.78947368421052,8.90625,0,85.0,50.83333333333334,0,39.47368421052632,0,90,25.0,132.2222222222222,120,10.0,38.33333333333334,37.5,0,20,63.0,0.0,6.666666666666667,20,92.36842105263158,68.33333333333333,0.0,30,317.5,60.0,181.1206896551724,0.0,143.3333333333333,20,311.6666666666667,150.2222222222222,10,18.57142857142857,156.0,151.0416666666667,97.5,115.4545454545455,127.2727272727273,191.3524590163935,216.6666666666667,553.0,122.9310344827586,125.0,172.5,79.70588235294117,137.6923076923077,0,10,148.3333333333333,101.4285714285714,168.0454545454545,85.2284897935717
45,ROSUVASTATIN (IR) 10 MG + CLOPIDOGREL (IR) 75 MG + ASPRIN (EC) 75 MG  TAB,100.5,75.26315789473684,10,83.26923076923077,0,247.8666666666667,40.0,14.0,30,0,102.2631578947368,12.5,20,137.1428571428571,141.1111111111111,0,28.42105263157895,0,40,12.5,123.3333333333333,90,16.66666666666667,63.33333333333334,31.25,20,20,115.5,0.0,33.33333333333334,0,180.5263157894737,211.6666666666667,20.0,20,30.0,10.0,180.3448275862069,0.0,158.3333333333333,0,53.33333333333334,74.44444444444444,60,30.71428571428572,110.0,181.5625,32.5,200.9090909090909,140.0,92.5327868852459,174.2424242424242,256.0,166.6896551724138,198.2352941176471,263.75,127.0588235294118,36.15384615384615,20,0,120.0,149.2857142857143,223.1818181818182,81.42411208131654
46,GLIMEPIRIDE 1 MG + METFORMIN 500 MG,143.5,92.10526315789474,10,44.61538461538461,0,98.0,12.5,8.666666666666666,0,0,56.8421052631579,17.03125,0,27.14285714285714,66.66666666666667,0,36.8421052631579,0,0,2.5,11.11111111111111,60,0.0,70.0,96.25,0,0,27.0,30.0,6.666666666666667,0,94.21052631578948,233.3333333333333,15.0,0,62.5,33.33333333333334,146.2068965517241,0.0,484.1666666666667,20,101.6666666666667,210.2222222222222,50,32.14285714285715,540.0,54.58333333333334,107.5,12.72727272727273,65.45454545454545,191.2459016393443,108.6363636363636,231.0,223.6206896551724,112.9411764705882,165.0,125.1470588235294,42.30769230769231,0,0,23.33333333333333,67.21428571428571,321.3636363636364,76.06822013087704
47,LEVOCETIRIZINE 5 MG TAB,43.5,143.6842105263158,190,119.4230769230769,0,80.33333333333333,20.0,31.33333333333333,0,0,155.7894736842105,20.3125,0,291.4285714285714,184.4444444444445,0,104.7368421052632,0,70,8.75,76.66666666666667,90,43.33333333333334,200.0,76.25,0,0,75.0,16.66666666666667,10.0,20,42.63157894736842,66.66666666666667,0.0,0,22.5,60.0,193.448275862069,30.0,70.0,0,208.3333333333333,174.4444444444445,50,47.14285714285715,125.0,27.70833333333333,80.0,303.6363636363636,131.3636363636364,92.37704918032787,171.0606060606061,95.0,125.5172413793103,100.4411764705882,25.0,168.2352941176471,40.76923076923077,70,20,130.0,197.1428571428571,303.6363636363636,83.23345652273365
48,NICORANDIL 5 MG TAB,119.65,48.42105263157895,50,44.03846153846154,0,194.0,38.75,5.333333333333333,10,0,77.89473684210526,3.4375,0,34.28571428571428,116.1111111111111,0,24.21052631578947,0,60,5.0,188.8888888888889,80,16.66666666666667,33.5,71.25,0,30,91.0,36.66666666666666,10.0,50,96.3157894736842,93.33333333333333,0.0,20,25.0,0.0,140.9827586206897,0.0,23.33333333333333,0,21.66666666666667,60.66666666666666,10,32.85714285714285,168.0,160.5416666666667,75.0,161.8181818181818,137.7272727272727,140.4918032786885,187.9393939393939,272.0,129.9137931034483,288.2352941176471,107.625,180.7058823529412,36.92307692307692,0,0,116.6666666666667,189.2857142857143,155.9090909090909,70.98481247651782
49,CALCIUM 500 MG WITH VIT. D3  TAB,80.0,166.3157894736842,20,94.23076923076923,0,21.33333333333333,38.75,9.333333333333334,40,0,30.52631578947368,14.84375,0,127.8571428571429,99.44444444444444,0,81.57894736842105,0,160,3.75,51.11111111111111,150,0.0,125.0,80.0,0,20,68.0,53.33333333333334,6.666666666666667,40,53.1578947368421,1.666666666666667,0.0,10,75.0,66.66666666666667,176.9310344827586,5.0,76.25,40,165.0,183.6666666666667,160,32.85714285714285,76.0,76.875,177.5,116.3636363636364,93.54545454545455,159.5081967213115,184.9090909090909,243.5,115.4310344827586,59.41176470588236,45.0,81.91176470588235,94.61538461538461,0,10,13.33333333333333,186.4285714285714,240.0,73.05721017190099
50,ROSU 10MG + ASPRIN 75MG,54.0,72.63157894736842,0,71.53846153846153,0,65.0,7.5,2.666666666666667,50,10,56.8421052631579,1.875,0,107.1428571428571,81.66666666666667,0,17.36842105263158,0,20,1.625,50.0,0,10.0,48.33333333333334,22.5,0,0,58.0,0.0,13.33333333333333,0,48.05263157894737,68.33333333333333,0.0,10,20.0,0.0,173.7931034482759,0.0,171.6666666666667,0,40.0,77.11111111111111,10,28.57142857142857,92.0,129.1666666666667,30.0,271.8181818181818,104.0909090909091,107.4590163934426,113.9393939393939,243.0,171.7241379310345,144.4117647058823,70.0,156.4705882352941,24.61538461538462,0,0,110.0,83.57142857142857,224.6363636363636,56.29294498822574
51,ATORVASTATIN 40 MG,73.5,58.94736842105263,20,44.42307692307692,0,225.0,102.5,5.333333333333333,20,0,62.63157894736842,1.875,0,95.0,71.66666666666667,0,68.42105263157895,0,80,3.75,32.22222222222222,50,13.33333333333333,56.66666666666666,41.25,10,20,91.0,6.666666666666667,6.666666666666667,0,110.5263157894737,70.0,0.0,10,77.5,0.0,188.0172413793103,0.0,81.66666666666667,0,136.6666666666667,171.5555555555555,0,32.14285714285715,120.0,58.33333333333334,62.5,92.72727272727273,120.9090909090909,121.1885245901639,179.0909090909091,280.0,43.44827586206897,131.1764705882353,105.0,38.52941176470588,51.53846153846154,20,0,193.3333333333333,130.7142857142857,147.2727272727273,64.04271480005954
52,ROSUVASTATIN (IR) 20 MG + CLOPIDOGREL (IR) 75 MG + ASPRIN (EC) 75 MG CAP,55.0,57.36842105263158,20,98.84615384615384,0,138.6666666666667,26.25,8.0,50,0,64.21052631578948,10.0,10,100.7142857142857,94.44444444444444,0,40.52631578947368,0,60,10.0,55.55555555555556,40,3.333333333333333,38.33333333333334,47.5,0,10,71.0,3.333333333333333,0.0,20,86.05263157894737,88.33333333333333,0.0,40,30.0,10.0,179.1379310344828,15.0,71.66666666666667,0,80.0,124.2222222222222,20,20.71428571428572,76.0,79.47916666666667,35.0,173.6363636363636,83.31818181818181,87.04918032786885,134.5454545454545,263.0,126.7241379310345,126.7647058823529,193.75,102.6470588235294,43.84615384615385,0,10,111.6666666666667,150.0,209.0909090909091,61.97980030428761
53,FLUCONAZOLE 150MG TAB,102.0,59.47368421052632,100,69.8076923076923,0,30.0,45.0,13.33333333333333,30,0,14.73684210526316,18.359375,0,109.2857142857143,109.4444444444444,0,29.73684210526316,0,200,21.25,28.88888888888889,10,0.0,226.6666666666667,123.75,0,0,127.0,0.0,33.33333333333334,0,33.1578947368421,30.0,0.0,20,12.5,3.333333333333333,198.0172413793103,0.0,31.66666666666667,50,165.0,74.33333333333333,0,80.71428571428571,12.0,136.25,35.0,95.45454545454545,64.54545454545455,79.73770491803279,151.8181818181818,56.0,123.6551724137931,107.3529411764706,8.75,123.2352941176471,66.92307692307692,50,0,83.33333333333333,198.5714285714286,265.9090909090909,61.25913961945957
54,ACECLOFENAC+PARA TAB,33.5,121.5789473684211,230,99.23076923076923,0,68.16666666666667,27.5,10.66666666666667,20,10,38.42105263157895,16.796875,0,43.57142857142857,128.3333333333333,0,29.47368421052632,100,90,8.75,54.44444444444444,70,20.0,90.0,91.25,0,0,124.8,16.66666666666667,3.333333333333333,0,159.4736842105263,28.33333333333333,0.0,0,27.5,16.66666666666667,108.9655172413793,0.0,73.33333333333333,0,55.0,70.22222222222223,30,52.14285714285715,102.0,45.9375,35.0,415.4545454545454,96.36363636363636,90.98360655737704,170.3030303030303,82.5,93.96551724137932,121.4705882352941,13.75,145.8823529411765,28.53846153846154,0,50,45.0,165.0,303.1818181818182,66.24527839826783
55,VOGLIBOSE 0.3 MG + GLIMEPIRIDE 2 MG + METFORMIN HCL 500 MG SR TAB,84.0,94.21052631578948,0,63.26923076923077,50,65.33333333333333,25.0,8.666666666666666,50,0,133.6842105263158,5.625,0,47.85714285714285,98.88888888888889,0,60.0,20,30,16.25,70.0,40,13.33333333333333,75.0,15.0,0,50,87.0,0.0,10.0,0,98.42105263157895,68.33333333333333,0.0,0,15.0,26.66666666666667,104.3103448275862,0.0,147.5,40,100.0,91.33333333333333,10,13.57142857142857,102.0,146.875,57.5,157.2727272727273,102.7272727272727,126.4016393442623,89.6969696969697,76.0,95.86206896551724,79.41176470588235,67.5,173.0294117647059,18.46153846153846,0,20,270.0,124.2857142857143,105.9090909090909,59.38393159029062
56,GLIMEPIRIDE 2 MG + METFORMIN HCL 500 MG TAB,93.0,34.21052631578947,0,16.73076923076923,0,69.66666666666667,10.0,4.666666666666667,0,0,48.94736842105263,15.8125,10,25.71428571428572,37.22222222222222,0,20.0,0,0,5.0,18.88888888888889,60,3.333333333333333,61.66666666666666,68.75,0,0,17.0,10.0,0.0,0,76.3157894736842,178.3333333333333,0.0,20,70.0,50.0,97.75862068965517,0.0,514.1666666666666,30,78.33333333333333,137.1555555555556,10,33.57142857142857,232.0,31.875,35.0,25.45454545454545,41.36363636363637,158.2786885245902,93.33333333333333,174.0,181.9655172413793,98.52941176470588,156.25,121.6470588235294,23.07692307692308,0,20,0.0,7.857142857142857,153.6363636363636,55.24622607660552
57,TELMISARTAN 40 MG + CHLORTHALIDONE 6.25 MG,57.0,106.3157894736842,0,62.88461538461539,0,104.6666666666667,33.75,0.6666666666666666,0,0,65.78947368421052,5.625,30,66.42857142857143,85.05555555555556,0,67.89473684210526,0,10,3.75,100.0,40,3.333333333333333,65.0,31.25,0,0,171.0,0.0,33.33333333333334,0,91.57894736842105,100.0,5.0,50,5.0,20.0,123.1034482758621,0.0,187.5,0,46.66666666666666,94.66666666666667,0,70.71428571428571,272.0,154.75,22.5,105.4545454545455,176.8181818181818,53.9344262295082,147.4242424242424,218.0,79.51724137931035,59.11764705882353,336.25,58.52941176470588,31.53846153846154,10,0,131.6666666666667,152.1428571428571,134.0909090909091,64.78902139093422
58,VOGLIBOSE 0.3 MG TAB,54.0,40.52631578947368,0,51.53846153846154,0,153.3333333333333,30.0,0.6666666666666666,60,0,58.94736842105263,5.78125,0,157.8571428571429,30.55555555555556,0,46.31578947368421,0,200,8.75,44.44444444444444,150,0.0,58.33333333333334,38.75,0,0,69.0,6.666666666666667,0.0,0,78.42105263157895,68.33333333333333,10.0,30,80.0,20.0,62.58620689655172,5.0,109.1666666666667,0,285.0,148.4444444444445,10,9.285714285714286,62.0,110.2083333333333,55.0,93.63636363636364,73.63636363636364,119.9180327868852,78.54545454545455,210.0,91.55172413793103,65.58823529411765,120.0,65.88235294117646,60.76923076923077,10,10,540.0,30.71428571428572,212.7272727272727,66.53779993429396
59,LOSARTAN POTASSIUM 50 MG + HYRDROCHLORTHIAZIDE 12.5 MG,76.25,23.68421052631579,0,48.26923076923077,0,51.33333333333334,25.0,17.33333333333333,0,30,84.73684210526316,38.125,0,82.85714285714286,47.77777777777778,0,35.26315789473684,0,60,46.25,129.4444444444445,0,96.66666666666667,80.0,25.625,0,0,33.0,0.0,10.0,0,35.0,25.0,10.0,10,37.5,6.666666666666667,228.1896551724138,10.0,58.33333333333334,0,68.33333333333333,72.22222222222223,0,7.857142857142857,82.0,71.14583333333333,15.0,179.0909090909091,36.81818181818182,67.45901639344262,180.0,350.0,189.6724137931035,53.8235294117647,121.25,116.7647058823529,41.53846153846154,20,10,73.33333333333333,50.71428571428572,65.9090909090909,52.94028975415264
60,NIFEDIPINE SR 20 MG,114.0,74.73684210526316,0,81.73076923076923,0,178.5,78.75,4.666666666666667,0,0,48.94736842105263,10.15625,0,296.4285714285714,108.3333333333333,0,57.89473684210526,0,40,6.25,116.6666666666667,80,3.333333333333333,115.0,43.75,0,30,89.0,13.33333333333333,20.0,10,115.7894736842105,50.0,0.0,0,37.5,10.0,137.0689655172414,5.0,37.5,0,50.0,83.55555555555556,10,41.42857142857143,78.0,78.54166666666667,22.5,89.0909090909091,78.63636363636364,30.24590163934426,86.06060606060606,298.0,78.34482758620689,60.58823529411764,36.25,141.1764705882353,12.30769230769231,10,0,98.33333333333333,78.57142857142857,373.1818181818182,61.09761413497453
61,GLIMEPIRIDE 2 MG + METFORMIN HYDROCHLORIDE 1000 MG PR,43.0,48.94736842105263,30,71.92307692307692,0,80.0,7.5,8.666666666666666,110,0,43.05263157894737,8.59375,0,120.0,53.88888888888889,0,56.8421052631579,0,50,25.0,34.44444444444444,40,3.333333333333333,46.66666666666666,146.25,30,30,38.0,16.66666666666667,3.333333333333333,0,88.42105263157895,65.0,0.0,0,37.5,16.66666666666667,102.9310344827586,10.0,81.66666666666667,40,65.83333333333333,172.8888888888889,0,15.71428571428571,52.0,55.27083333333334,85.0,110.0,104.0909090909091,113.1147540983606,123.9393939393939,67.0,97.58620689655173,142.0588235294118,33.75,114.7058823529412,41.53846153846154,30,0,241.6666666666667,70.0,146.8181818181818,55.09953926721627
62,ATORVASTATIN 20 MG TAB,62.0,52.10526315789474,0,37.69230769230769,0,147.0,58.75,6.666666666666667,40,0,48.94736842105263,3.28125,0,73.57142857142857,48.88888888888889,0,56.31578947368421,0,90,13.75,40.0,170,6.666666666666667,55.0,32.5,10,20,59.0,13.33333333333333,5.0,0,88.42105263157895,70.0,20.0,20,65.0,6.666666666666667,105.6034482758621,10.0,120.0,0,156.6666666666667,115.3333333333333,10,14.5,72.0,41.60416666666666,85.0,105.4545454545455,80.0,116.0245901639344,142.4242424242424,274.0,65.86206896551724,84.11764705882354,97.5,51.8235294117647,66.92307692307692,20,0,183.3333333333333,95.0,168.6363636363636,58.76767769022698
63,RABEPRAZOLE 20 MG,36.5,37.10526315789474,20,82.17307692307692,0,61.66666666666666,25.0,9.333333333333334,30,0,61.57894736842105,7.96875,0,89.28571428571429,48.88888888888889,40,22.63157894736842,20,120,5.0,5.555555555555555,0,0.0,78.33333333333333,53.75,0,0,55.0,0.0,26.66666666666667,0,81.05263157894737,6.666666666666667,0.0,0,187.5,33.33333333333334,226.551724137931,25.0,50.83333333333334,0,93.33333333333333,88.44444444444444,40,25.0,22.0,75.0,22.5,70.0,79.0909090909091,68.85245901639344,100.3030303030303,302.0,149.8275862068965,54.11764705882353,13.75,90.0,39.23076923076923,20,10,23.33333333333333,100.3571428571429,87.27272727272727,49.5522039099196
